			STT	STT	NT	NT	Cluster	Cluster	XC	XC	BRKGA-STT	BRKGA-Cluster	BRKGA-A	Best Upper Bound	Optimum
Geographic Distribution	case	Instance	object funcion value	CPU (s)	object funcion value	CPU (s)	object funcion value	CPU (s)	object funcion value	CPU (s)	object funcion value	object funcion value	object funcion value	object funcion value	object funcion value
C	11	13	1078.07544	0.015	1082.07324	0.005	1084.08240	0.000	1076.08276	0.005	1132.05408	1135.03967	1120.05066	1153.14083	
C	11	14	1026.05432	0.020	1029.05347	0.005	1031.06555	0.005	1003.08106	0.005	1081.03723	1076.03796	1068.03589	1095.12598	
C	11	15	978.08484	0.015	983.07404	0.005	980.06958	0.005	954.09460	0.005	1019.04102	1018.03937	1009.05615	1029.14413	
C	11	16	1030.10095	0.010	1025.09961	0.000	1039.09424	0.005	1012.09985	0.005	1072.04126	1069.05640	1057.06091	1077.18303	
C	11	17	1032.07654	0.015	1043.06848	0.005	1030.08997	0.010	1021.07550	0.000	1086.04236	1086.04041	1074.05298	1096.15214	
C	11	18	1056.04834	0.015	1053.04907	0.005	1057.04956	0.005	1047.05835	0.005	1103.03772	1107.03113	1097.03027	1123.13369	
C	11	19	1095.05176	0.010	1093.06995	0.005	1090.08106	0.005	1085.08618	0.005	1133.03894	1131.04077	1121.04395	1141.15689	
C	11	20	961.05450	0.015	970.05359	0.005	983.04089	0.005	956.05487	0.005	1014.02716	1016.02667	999.02985	1043.09383	
RC	11	1	885.07440	0.010	919.04578	0.000	915.05231	0.005	894.07092	0.000	983.05481	995.03784	968.04627	1052.19290	
RC	11	2	945.06128	0.010	958.04456	0.005	948.05804	0.005	929.06958	0.005	1021.03247	1024.03980	1000.04681	1040.19856	
RC	11	3	1122.04627	0.020	1127.04968	0.005	1113.05444	0.000	1090.06177	0.005	1194.01709	1187.03406	1166.03784	1217.12339	
RC	11	4	1075.03149	0.005	1069.03955	0.005	1075.04517	0.010	1065.05005	0.005	1102.02747	1104.02783	1093.02918	1118.12775	
RC	11	5	1059.07385	0.010	1092.07776	0.005	1079.08679	0.005	1044.08997	0.000	1133.04163	1123.05505	1115.05335	1168.09294	
RC	11	6	1066.05029	0.015	1073.05042	0.000	1060.04993	0.005	1051.04358	0.005	1110.02515	1107.04114	1099.03345	1120.14356	
RC	11	7	1064.05554	0.015	1081.03467	0.005	1064.05579	0.005	1054.05884	0.005	1094.03162	1094.03857	1090.03516	1099.18727	
RC	11	8	1063.04065	0.020	1066.04346	0.005	1064.03735	0.005	1056.05396	0.005	1093.02942	1094.03113	1086.03088	1104.14184	
RC	11	9	1061.06519	0.015	1062.04529	0.005	1059.04749	0.005	1051.05908	0.000	1086.03333	1090.03626	1081.03247	1098.15961	
RC	11	10	1074.04968	0.015	1070.05042	0.005	1077.04004	0.010	1057.07092	0.005	1089.03662	1091.03442	1085.03064	1096.16633	
RC	11	11	1102.04285	0.015	1092.04517	0.000	1096.04041	0.005	1091.04517	0.005	1125.02991	1127.02417	1119.02991	1133.15225	
RC	11	12	1090.04688	0.010	1087.04370	0.005	1092.04858	0.005	1092.05298	0.005	1114.03735	1115.02588	1108.02893	1122.15296	
RC	11	13	1012.04749	0.015	1007.05054	0.005	1018.04205	0.005	1002.05505	0.000	1055.03870	1050.04175	1038.03760	1072.14324	
RC	11	14	1063.06177	0.010	1062.06372	0.005	1055.06140	0.000	1034.08423	0.005	1114.03259	1113.04150	1093.04700	1138.12900	
RC	11	15	1046.05713	0.010	1048.05615	0.005	1070.05615	0.005	1045.06995	0.005	1106.03857	1103.04590	1095.03101	1125.13888	
RC	11	16	1013.06244	0.015	1017.05609	0.000	1007.05396	0.005	985.08484	0.005	1053.03162	1053.02979	1048.02661	1079.10163	
RC	11	17	1062.05078	0.015	1063.04504	0.005	1067.05481	0.005	1041.07117	0.000	1117.03040	1118.03149	1104.03296	1141.11520	
RC	11	18	920.07257	0.010	924.05579	0.005	931.07306	0.005	916.06097	0.005	982.03058	982.03186	966.03290	1013.10180	
RC	11	19	985.07233	0.020	967.06244	0.005	964.07935	0.005	970.08752	0.005	1032.03882	1031.04004	1018.03754	1046.15706	
RC	11	20	1033.06775	0.015	1025.08252	0.005	1034.07849	0.005	1020.10571	0.005	1088.04199	1080.05078	1066.05005	1106.12499	
RAD	11	1	927.04761	0.005	946.05219	0.005	936.06299	0.005	935.05298	0.005	1033.02454	1033.02686	1010.02856	1111.15057	
RAD	11	2	904.05634	0.015	908.04474	0.005	906.05286	0.005	897.05689	0.000	974.03113	968.03491	953.04309	1002.15947	
RAD	11	3	962.04211	0.010	951.04199	0.005	946.05273	0.005	941.05664	0.005	1008.02155	1005.03015	991.02625	1031.13251	
RAD	11	4	952.03406	0.015	952.02655	0.005	954.02631	0.005	939.03833	0.005	987.02210	988.01624	978.02307	1007.12459	
RAD	11	5	1003.06506	0.015	974.07166	0.005	980.07312	0.005	970.07806	0.005	1041.04639	1037.04895	1029.04749	1074.11821	
RAD	11	6	1025.04761	0.010	1028.03479	0.005	1035.05469	0.005	1001.05743	0.005	1070.02441	1069.03320	1061.03015	1092.12620	
RAD	11	7	1023.04364	0.010	1023.04028	0.005	1019.04962	0.005	1016.05621	0.010	1056.02783	1053.03137	1048.02808	1078.11836	
RAD	11	8	1045.03320	0.015	1036.03540	0.005	1041.02417	0.005	1019.05182	0.005	1071.02454	1069.02380	1064.02673	1090.12657	
RAD	11	9	1085.05920	0.015	1080.04919	0.005	1106.04639	0.010	1075.04785	0.005	1137.02417	1131.03589	1130.02747	1178.09229	
RAD	11	10	1111.04102	0.015	1099.02930	0.005	1113.03320	0.005	1091.04309	0.000	1141.02576	1139.02637	1133.03430	1172.10765	
RAD	11	11	1038.04126	0.020	1028.04077	0.005	1037.03308	0.005	1024.04627	0.005	1061.01990	1062.02148	1056.02637	1079.13808	
RAD	11	12	1055.03687	0.010	1045.03479	0.005	1050.02625	0.005	1039.04590	0.005	1077.02319	1079.02564	1072.02539	1094.13640	
RAD	11	13	940.06818	0.020	952.07105	0.005	937.08038	0.005	937.07837	0.005	1010.03247	1001.04205	989.03857	1052.10159	
RAD	11	14	957.06281	0.020	964.05200	0.000	966.05011	0.005	941.06299	0.005	1011.03156	1017.02393	1000.02478	1066.07502	
RAD	11	15	979.04273	0.010	970.04291	0.005	981.04089	0.000	953.06342	0.005	1017.02832	1022.03528	1012.02741	1054.12392	
RAD	11	16	1054.04749	0.010	1034.04248	0.005	1036.04627	0.005	1021.04791	0.005	1105.02588	1100.02515	1089.02722	1133.14541	
RAD	11	17	1005.05219	0.015	999.04608	0.005	1019.04108	0.005	984.05780	0.005	1059.02930	1061.02283	1047.03430	1096.09742	
RAD	11	18	1031.08057	0.010	1031.05945	0.005	1031.04932	0.005	1026.05835	0.005	1090.03796	1085.03919	1076.03821	1113.15117	
RAD	11	19	995.05267	0.015	991.04321	0.005	1000.03864	0.005	974.04865	0.005	1049.02539	1043.03345	1039.02881	1090.10046	
RAD	11	20	1025.05530	0.015	1015.06067	0.005	1026.05920	0.005	999.07544	0.005	1068.03320	1067.03723	1062.04273	1088.15983	
R	12	1	2464.04248	0.040	2459.04590	0.020	2457.04614	0.045	2406.05615	0.020	2573.02881	2552.03223	2506.04590	2680.65457	
R	12	2	2483.06372	0.045	2484.06006	0.020	2489.07227	0.025	2456.07471	0.015	2596.03931	2587.04492	2546.05713	2652.20954	
R	12	3	2647.05469	0.050	2662.03882	0.015	2658.04981	0.040	2625.05957	0.015	2714.03638	2710.03613	2691.04736	2743.18579	
R	12	4	2610.03320	0.055	2628.04077	0.020	2622.04053	0.025	2600.05347	0.015	2646.03149	2643.03198	2634.03125	2663.16989	
R	12	5	2684.04150	0.055	2674.03980	0.020	2686.04443	0.030	2651.05493	0.020	2720.03784	2716.03809	2709.03296	2749.16915	
R	12	6	2767.05176	0.075	2766.04541	0.020	2754.04883	0.025	2734.05078	0.020	2810.03369	2805.02808	2785.03955	2836.15149	
R	12	7	2690.03662	0.070	2686.03735	0.025	2684.03638	0.035	2675.04395	0.015	2706.03589	2706.02832	2696.03052	2716.17326	
R	12	8	2673.04004	0.070	2671.03735	0.015	2671.03442	0.030	2662.04688	0.025	2694.03662	2694.02710	2681.04053	2711.15069	
R	12	9	2679.05737	0.075	2661.05542	0.025	2666.05200	0.030	2660.06079	0.025	2701.04370	2696.03735	2697.04150	2714.16843	
R	12	10	2647.03687	0.070	2628.03882	0.020	2628.04468	0.030	2629.05151	0.020	2660.03784	2658.03345	2654.03931	2671.15869	
R	12	11	2804.04712	0.075	2798.04028	0.025	2797.04273	0.030	2785.04614	0.020	2822.03418	2822.03027	2815.03809	2827.16849	
R	12	12	2733.04468	0.055	2727.04248	0.015	2719.04248	0.025	2715.04932	0.020	2754.03052	2751.03223	2747.03223	2755.17425	
R	12	13	2648.04419	0.060	2627.04614	0.025	2650.04004	0.030	2614.04712	0.020	2688.04004	2681.03491	2664.04028	2724.14455	
R	12	14	2656.04688	0.050	2660.04541	0.025	2658.04224	0.035	2639.06274	0.020	2705.03980	2707.03711	2683.03882	2750.14013	
R	12	15	2727.05689	0.050	2725.05518	0.020	2724.05640	0.050	2688.06079	0.020	2769.05127	2777.03931	2758.04443	2809.15751	
R	12	16	2669.05127	0.045	2670.05151	0.030	2680.04736	0.035	2659.05664	0.020	2719.04370	2712.03589	2701.04199	2762.14710	
R	12	17	2560.06445	0.045	2541.07129	0.025	2551.06274	0.035	2526.07568	0.020	2591.04395	2586.04321	2574.04541	2630.14298	
R	12	18	2718.05103	0.050	2717.05493	0.020	2727.04858	0.030	2699.05762	0.025	2773.03809	2770.03687	2747.04248	2813.15761	
R	12	19	2699.04981	0.040	2687.05151	0.025	2693.05396	0.030	2660.06909	0.020	2736.04443	2725.04028	2712.04761	2762.17173	
R	12	20	2568.05347	0.065	2568.04175	0.020	2576.04297	0.020	2536.07105	0.015	2606.04395	2605.03784	2592.04102	2631.16698	
C	12	1	2408.06055	0.040	2441.05908	0.015	2416.06104	0.050	2389.06641	0.020	2569.04004	2548.04175	2491.05640	2713.17057	
C	12	2	2503.05371	0.060	2529.04736	0.020	2528.04761	0.030	2476.06348	0.015	2645.03565	2639.03076	2603.04126	2725.16024	
C	12	3	2607.03906	0.045	2622.04297	0.020	2617.04688	0.040	2583.04858	0.020	2668.03272	2673.02881	2641.04370	2710.15901	
C	12	4	2663.04883	0.050	2669.03833	0.015	2682.04346	0.035	2667.05542	0.020	2706.03272	2713.03003	2685.04248	2719.18058	
C	12	5	2690.05444	0.040	2709.05249	0.025	2695.05176	0.030	2663.06982	0.015	2748.03931	2743.04175	2730.04956	2783.16649	
C	12	6	2545.03809	0.050	2536.03857	0.030	2537.04590	0.040	2525.05347	0.020	2566.04297	2568.03442	2556.04248	2585.16847	
C	12	7	2762.03638	0.065	2758.03955	0.020	2756.03565	0.035	2736.05396	0.020	2806.03442	2804.03418	2784.03345	2825.15351	
C	12	8	2650.04370	0.045	2643.04199	0.020	2649.03833	0.045	2632.04834	0.025	2677.03442	2678.02954	2668.03320	2694.15385	
C	12	9	2656.04028	0.050	2644.04273	0.025	2649.04346	0.030	2616.06079	0.025	2680.03711	2681.03565	2667.03735	2698.16607	
C	12	10	2638.03833	0.050	2632.03565	0.020	2632.04004	0.025	2623.05127	0.015	2664.03296	2666.02783	2648.03223	2685.13445	
C	12	11	2690.03296	0.060	2680.03809	0.020	2684.04395	0.030	2676.04956	0.020	2716.02759	2717.03296	2701.03345	2729.15446	
C	12	12	2718.03076	0.050	2714.03906	0.020	2723.03589	0.035	2696.04248	0.020	2738.03003	2740.03003	2723.03101	2748.15943	
C	12	13	2794.05713	0.050	2790.04248	0.020	2807.05127	0.035	2782.06152	0.015	2843.04248	2849.04102	2817.04663	2875.16488	
C	12	14	2636.05322	0.050	2634.04761	0.020	2629.05298	0.040	2605.06348	0.020	2679.03711	2682.04224	2664.04273	2714.16319	
C	12	15	2698.04736	0.040	2698.04468	0.025	2684.04785	0.030	2680.05615	0.020	2741.04517	2738.03735	2715.04321	2766.17766	
C	12	16	2639.04932	0.070	2628.04761	0.020	2628.05444	0.030	2596.06567	0.025	2673.04077	2674.04517	2658.03955	2696.17648	
C	12	17	2732.06470	0.060	2733.06079	0.020	2727.05884	0.035	2701.07227	0.015	2786.04565	2784.04736	2760.04663	2819.16550	
C	12	18	2719.05786	0.050	2717.04273	0.020	2709.06030	0.035	2694.06201	0.025	2767.03809	2772.03882	2747.04224	2811.14670	
C	12	19	2691.05737	0.045	2688.05933	0.020	2672.06714	0.040	2658.06836	0.020	2724.05054	2728.04297	2711.04346	2753.16552	
C	12	20	2590.04517	0.045	2599.03931	0.020	2603.03711	0.030	2578.05054	0.020	2646.03345	2650.03442	2629.03540	2683.15258	
RC	12	1	2319.05786	0.045	2335.05981	0.015	2322.06690	0.030	2275.05884	0.015	2448.03223	2430.04712	2401.06909	2563.18755	
RC	12	2	2483.04810	0.040	2498.04761	0.015	2491.04907	0.035	2438.05371	0.020	2600.03442	2591.02881	2541.04590	2697.16182	
RC	12	3	2649.04932	0.045	2662.03980	0.020	2645.03833	0.025	2587.05176	0.020	2714.03076	2713.02808	2688.03906	2755.17559	
RC	12	4	2664.04053	0.045	2659.03638	0.030	2668.03418	0.040	2655.03833	0.020	2708.02832	2708.02734	2679.03613	2737.15641	
RC	12	5	2643.04712	0.035	2622.05054	0.020	2630.05542	0.030	2599.06567	0.020	2679.04492	2680.03565	2663.04199	2717.18214	
RC	12	6	2637.04028	0.060	2642.03955	0.020	2640.03980	0.035	2627.05151	0.020	2678.03247	2676.03296	2662.03589	2702.17788	
RC	12	7	2693.04346	0.060	2677.03638	0.025	2678.03784	0.030	2658.03711	0.020	2715.03638	2715.03882	2701.03857	2735.18095	
RC	12	8	2612.03687	0.045	2596.03345	0.020	2606.03931	0.030	2602.04004	0.020	2640.03442	2640.03418	2627.03784	2665.15151	
RC	12	9	2653.05249	0.045	2638.05298	0.025	2647.05054	0.025	2638.06201	0.025	2677.04834	2676.04199	2670.04419	2699.17662	
RC	12	10	2765.04395	0.050	2740.04199	0.020	2741.04395	0.030	2724.04956	0.020	2786.03613	2784.02637	2773.03272	2807.16111	
RC	12	11	2699.04126	0.060	2694.03784	0.025	2703.03540	0.040	2683.05811	0.020	2731.03076	2725.03052	2715.03638	2756.14030	
RC	12	12	2722.04395	0.055	2707.03491	0.020	2705.04297	0.040	2703.05225	0.075	2746.03149	2745.03247	2737.03467	2756.17554	
RC	12	13	2628.04565	0.040	2598.04761	0.030	2609.05859	0.030	2586.06177	0.025	2668.04224	2670.03955	2653.04517	2717.15569	
RC	12	14	2647.04858	0.045	2630.05347	0.020	2644.04712	0.025	2627.05908	0.020	2699.03760	2700.03638	2673.04590	2748.16029	
RC	12	15	2619.06909	0.045	2619.06812	0.025	2627.06470	0.035	2604.07837	0.020	2681.04956	2684.04443	2661.05127	2720.17646	
RC	12	16	2644.04981	0.040	2656.04614	0.020	2653.04541	0.025	2620.05225	0.025	2694.03345	2696.03638	2680.04321	2747.14325	
RC	12	17	2769.05151	0.040	2781.04492	0.025	2786.05054	0.035	2750.05689	0.020	2843.04175	2834.03857	2806.04297	2882.17314	
RC	12	18	2697.04492	0.045	2682.04541	0.020	2666.05566	0.035	2639.06152	0.025	2733.04834	2726.03687	2711.04395	2770.16720	
RC	12	19	2709.05835	0.035	2688.05396	0.020	2702.05493	0.030	2679.05689	0.020	2762.04517	2754.04712	2734.04712	2803.17183	
RC	12	20	2613.05127	0.050	2601.04321	0.025	2609.04834	0.035	2585.05566	0.025	2658.03760	2649.03662	2636.04443	2703.15703	
RAD	12	1	2218.04981	0.040	2228.04712	0.020	2220.04565	0.030	2163.06348	0.020	2354.03272	2321.04639	2312.04785	2552.14111	
RAD	12	2	2585.03882	0.045	2572.04541	0.030	2567.05127	0.035	2523.04370	0.025	2670.02637	2651.03418	2618.04004	2771.15760	
RAD	12	3	2534.03735	0.060	2520.04077	0.020	2530.03882	0.035	2483.04517	0.030	2589.03101	2584.03101	2561.03076	2664.15003	
RAD	12	4	2629.02759	0.070	2585.03027	0.030	2605.02930	0.045	2565.04541	0.035	2668.02173	2656.02637	2646.02319	2754.11829	
RAD	12	5	2574.03638	0.035	2544.03687	0.030	2563.03540	0.045	2512.04297	0.025	2626.03174	2615.03296	2598.03394	2712.14339	
RAD	12	6	2685.03345	0.040	2641.03101	0.030	2669.03052	0.030	2613.03857	0.025	2730.02710	2713.02783	2703.02881	2800.15403	
RAD	12	7	2659.02710	0.065	2628.02368	0.025	2639.02759	0.035	2614.03760	0.025	2692.02588	2675.02661	2684.02588	2763.13944	
RAD	12	8	2730.02564	0.045	2675.02710	0.030	2686.03101	0.045	2690.03491	0.030	2759.02588	2745.02173	2740.02661	2824.12575	
RAD	12	9	2711.04248	0.055	2662.03223	0.040	2682.03394	0.045	2653.04639	0.030	2748.03149	2729.03101	2723.03467	2813.14352	
RAD	12	10	2665.03516	0.070	2633.02612	0.035	2643.02661	0.040	2611.04297	0.025	2700.02466	2684.02344	2679.02905	2766.12631	
RAD	12	11	2671.03027	0.055	2627.03003	0.030	2641.02759	0.040	2619.03833	0.030	2695.02759	2682.02319	2681.02783	2741.15067	
RAD	12	12	2714.02783	0.060	2672.03003	0.035	2682.02564	0.040	2685.03296	0.035	2737.02588	2731.02466	2720.02319	2799.13430	
RAD	12	13	2519.03540	0.065	2483.03980	0.025	2513.03491	0.045	2460.04517	0.025	2562.03516	2556.03027	2533.03174	2645.14092	
RAD	12	14	2568.04248	0.040	2539.04126	0.030	2545.04370	0.035	2499.05933	0.030	2619.03760	2600.03955	2595.03857	2693.15478	
RAD	12	15	2542.04248	0.045	2507.03784	0.035	2522.03613	0.045	2501.04517	0.030	2595.04102	2577.03394	2579.03296	2691.13677	
RAD	12	16	2520.05396	0.050	2498.04541	0.030	2499.04541	0.035	2455.05835	0.025	2569.03638	2551.04004	2551.03784	2659.13429	
RAD	12	17	2743.04248	0.055	2710.03687	0.030	2713.04102	0.050	2697.04883	0.030	2805.03369	2795.02979	2784.03198	2892.13581	
RAD	12	18	2578.04663	0.050	2536.04370	0.035	2553.04541	0.045	2530.04810	0.030	2623.04199	2614.03638	2608.03980	2729.12045	
RAD	12	19	2628.05298	0.065	2591.04736	0.030	2610.05005	0.040	2577.05713	0.025	2681.03980	2668.03882	2662.04053	2735.17542	
RAD	12	20	2561.05029	0.040	2528.04981	0.025	2538.04810	0.045	2518.05542	0.020	2612.03540	2600.03882	2588.04395	2705.11934	
R	13	1	4798.04590	0.140	4814.05225	0.085	4828.05420	0.255	4742.05762	0.075	4939.03613	4882.04541	4837.05566	5327.16020	
R	13	2	5122.04834	0.140	5132.04004	0.075	5152.04346	0.260	5086.05225	0.070	5233.03662	5200.04150	5154.05029	5382.16555	
R	13	3	5319.03760	0.155	5315.04004	0.075	5307.04150	0.135	5252.05127	0.070	5379.03272	5360.03369	5330.03760	5447.16145	
R	13	4	5428.03857	0.165	5383.03369	0.090	5397.03125	0.235	5370.04492	0.080	5453.03320	5431.03272	5428.04053	5479.16853	
R	13	5	5355.05127	0.145	5354.04443	0.090	5346.04736	0.215	5303.05859	0.085	5402.04736	5385.04395	5364.04834	5460.15873	
R	13	6	5430.04443	0.150	5410.03711	0.090	5421.03516	0.160	5390.04883	0.080	5461.03662	5441.02734	5438.04102	5492.16134	
R	13	7	5416.04199	0.160	5407.02930	0.085	5383.03272	0.195	5376.04639	0.075	5443.03369	5425.03516	5422.04150	5466.16438	
R	13	8	5516.03565	0.175	5485.03125	0.095	5491.03565	0.205	5473.03906	0.080	5537.02881	5515.02930	5521.03613	5541.17119	
R	13	9	5433.05273	0.170	5388.04053	0.095	5416.03857	0.150	5394.04883	0.080	5453.04102	5430.03711	5433.05273	5467.17654	
R	13	10	5485.04199	0.190	5453.03174	0.105	5443.03369	0.250	5428.04590	0.090	5509.03467	5484.03027	5488.04199	5528.15707	
R	13	11	5512.03857	0.205	5469.03174	0.090	5495.03418	0.245	5465.04297	0.075	5536.03467	5514.02832	5516.03857	5552.15495	
R	13	12	5512.03662	0.210	5472.03272	0.090	5485.02930	0.145	5472.04688	0.075	5528.03223	5509.02832	5512.03760	5528.17007	
R	13	13	5415.04297	0.170	5410.03467	0.085	5389.03809	0.165	5369.04590	0.085	5464.03711	5431.03467	5425.04004	5505.17294	
R	13	14	5346.04688	0.160	5322.03906	0.095	5313.04053	0.145	5262.05469	0.085	5384.04053	5355.03711	5357.04688	5441.15943	
R	13	15	5527.04981	0.155	5497.04053	0.105	5493.04590	0.220	5459.05566	0.095	5560.04492	5527.03711	5537.04688	5610.16059	
R	13	16	5478.04395	0.160	5438.03662	0.090	5441.03809	0.175	5413.04688	0.080	5512.03467	5493.02832	5478.04395	5564.15781	
R	13	17	5320.04736	0.155	5295.04004	0.105	5301.03955	0.230	5275.05225	0.080	5370.03662	5340.03711	5334.04785	5419.15931	
R	13	18	5385.05078	0.140	5335.03760	0.090	5360.04004	0.170	5324.05225	0.090	5408.04981	5386.04004	5390.05176	5459.16315	
R	13	19	5175.04883	0.150	5151.04053	0.100	5131.04443	0.165	5131.05078	0.085	5213.04199	5175.03955	5187.04492	5256.16201	
R	13	20	5425.03809	0.165	5383.03174	0.090	5404.03516	0.190	5341.04492	0.085	5456.03320	5428.03467	5425.03809	5506.16055	
C	13	1	4827.04883	0.130	4842.04541	0.085	4848.05127	0.310	4790.05273	0.070	4930.04150	4929.04102	4854.05371	5284.18078	
C	13	2	5202.05176	0.120	5220.04785	0.065	5220.04395	0.220	5132.05420	0.070	5324.03027	5307.03467	5243.04785	5491.16957	
C	13	3	5321.03955	0.150	5322.04053	0.075	5339.04248	0.190	5287.04688	0.070	5396.03369	5394.03565	5331.04199	5481.15250	
C	13	4	5510.03516	0.165	5495.03272	0.085	5510.03125	0.205	5479.04639	0.075	5531.03369	5521.03174	5513.03711	5567.15852	
C	13	5	5379.04150	0.145	5358.03320	0.080	5369.03565	0.220	5329.04883	0.080	5422.03516	5407.03613	5379.04150	5466.17846	
C	13	6	5277.03906	0.140	5275.03467	0.090	5264.03418	0.195	5229.04297	0.075	5316.03418	5305.03418	5288.03955	5365.15655	
C	13	7	5519.03320	0.190	5507.03223	0.085	5498.03320	0.140	5483.03760	0.075	5541.03027	5529.02930	5526.03369	5568.15997	
C	13	8	5461.02881	0.185	5433.02930	0.085	5436.02979	0.165	5411.04639	0.085	5471.02979	5463.03320	5463.03125	5485.16438	
C	13	9	5454.04492	0.165	5427.04395	0.090	5433.04492	0.200	5422.05469	0.075	5471.04492	5462.03906	5454.04590	5502.16460	
C	13	10	5421.03857	0.175	5395.03516	0.085	5405.03613	0.180	5370.04590	0.075	5445.03223	5432.03760	5425.03955	5464.16053	
C	13	11	5520.03174	0.170	5518.02979	0.075	5522.03565	0.210	5493.04443	0.070	5549.03565	5547.03223	5526.03516	5552.17308	
C	13	12	5474.03613	0.190	5465.03174	0.085	5468.03320	0.175	5453.04639	0.075	5492.03174	5493.03076	5474.03955	5502.16427	
C	13	13	5418.05273	0.170	5411.04590	0.095	5417.04834	0.240	5384.05469	0.090	5461.04639	5451.04541	5429.05176	5522.16021	
C	13	14	5398.04150	0.160	5378.03955	0.085	5372.04199	0.200	5340.04688	0.085	5447.03857	5432.03613	5398.04150	5516.15245	
C	13	15	5306.04639	0.160	5299.04785	0.090	5297.04883	0.170	5258.05811	0.085	5348.04492	5343.04199	5306.04639	5389.17403	
C	13	16	5473.04688	0.145	5457.03809	0.090	5451.04834	0.270	5422.05273	0.080	5533.03662	5502.04199	5478.04443	5576.15573	
C	13	17	5352.04199	0.140	5349.03955	0.090	5353.03760	0.280	5313.04297	0.085	5389.04199	5382.03809	5360.04297	5439.16748	
C	13	18	5371.04932	0.150	5355.04053	0.095	5360.04346	0.245	5322.05371	0.085	5415.03857	5395.03711	5382.04248	5461.16023	
C	13	19	5435.06006	0.160	5397.04785	0.095	5414.05078	0.235	5365.06152	0.085	5489.04541	5466.04785	5439.05615	5535.17118	
C	13	20	5356.04443	0.155	5344.03809	0.095	5361.03955	0.200	5324.05127	0.080	5415.03760	5407.03613	5381.04541	5484.15011	
RC	13	1	4883.06152	0.100	4865.05762	0.075	4894.05322	0.220	4789.05957	0.075	5021.04492	4980.04395	4909.05908	5522.15150	
RC	13	2	5239.04297	0.135	5272.04199	0.080	5299.04639	0.170	5220.05566	0.070	5380.03613	5362.03857	5289.04736	5586.16020	
RC	13	3	5200.04297	0.150	5212.03320	0.085	5198.04346	0.290	5158.04736	0.075	5256.03174	5239.03760	5212.04395	5355.15813	
RC	13	4	5407.03516	0.145	5382.03320	0.090	5384.03223	0.230	5351.04053	0.090	5448.03125	5425.02930	5421.03516	5510.15435	
RC	13	5	5282.04150	0.155	5259.03516	0.100	5267.03760	0.210	5225.04590	0.090	5350.03272	5302.03613	5298.04346	5424.15664	
RC	13	6	5290.03613	0.150	5261.02881	0.085	5275.03272	0.210	5233.03955	0.085	5328.02979	5305.02979	5298.03613	5381.15836	
RC	13	7	5384.03760	0.165	5372.03418	0.100	5364.03565	0.180	5333.03565	0.080	5420.03516	5403.02930	5399.03516	5475.15044	
RC	13	8	5676.03418	0.160	5659.03174	0.085	5648.03467	0.270	5635.04053	0.085	5709.03125	5694.03125	5691.03320	5736.16607	
RC	13	9	5495.04932	0.155	5454.04102	0.105	5462.04590	0.185	5417.05176	0.090	5519.04346	5497.03809	5502.04981	5561.16812	
RC	13	10	5288.03955	0.160	5248.02930	0.100	5239.03125	0.135	5235.04395	0.095	5310.03662	5282.03223	5290.03906	5352.14553	
RC	13	11	5388.03809	0.165	5354.03125	0.090	5371.03076	0.140	5346.04199	0.080	5404.03320	5390.03076	5388.03809	5422.17347	
RC	13	12	5372.03272	0.190	5344.02979	0.090	5348.03223	0.190	5312.03906	0.085	5394.03125	5371.03125	5377.03272	5420.15607	
RC	13	13	5337.04248	0.145	5305.03565	0.100	5316.03516	0.210	5244.04492	0.095	5403.03613	5361.03613	5352.04102	5510.13143	
RC	13	14	5465.04785	0.135	5419.04346	0.100	5450.03857	0.160	5402.04932	0.085	5523.03809	5486.03613	5481.04590	5575.17295	
RC	13	15	5605.04492	0.135	5572.03857	0.095	5593.03662	0.285	5554.05176	0.085	5666.04004	5638.03418	5621.04297	5747.16166	
RC	13	16	5367.04102	0.135	5326.03613	0.090	5331.03809	0.235	5289.05176	0.080	5431.03467	5385.03418	5373.04248	5488.16929	
RC	13	17	5288.04004	0.145	5251.03613	0.100	5265.03857	0.170	5226.04199	0.090	5320.03516	5297.03369	5291.04248	5381.16547	
RC	13	18	5432.04932	0.165	5399.04297	0.105	5415.04053	0.220	5356.04736	0.095	5499.03516	5464.03320	5447.04834	5554.17284	
RC	13	19	5423.05273	0.145	5381.04688	0.100	5387.04688	0.215	5332.05664	0.085	5467.04541	5441.04395	5423.05273	5534.16937	
RC	13	20	5331.04785	0.125	5320.04053	0.090	5323.04590	0.185	5259.05518	0.080	5378.04443	5351.04297	5338.04590	5433.18264	
RAD	13	1	4892.03955	0.110	4900.03809	0.095	4890.04492	0.350	4766.05225	0.090	5052.03369	4993.03613	4953.04492	5544.15473	
RAD	13	2	5094.03613	0.130	5096.03467	0.115	5101.03516	0.270	4993.04346	0.110	5192.02686	5152.03174	5118.03369	5430.16722	
RAD	13	3	5170.03223	0.135	5110.03125	0.120	5137.03369	0.210	5060.03711	0.100	5234.02539	5173.02881	5174.03369	5376.15661	
RAD	13	4	5203.02832	0.155	5130.02686	0.145	5145.02393	0.230	5138.03418	0.125	5240.02539	5196.02686	5212.02783	5363.15053	
RAD	13	5	5169.02930	0.140	5075.03027	0.145	5128.03027	0.200	5051.03906	0.110	5228.02930	5172.02930	5188.03320	5372.15860	
